id	1_pe	2_pe	3_pe	4_pe	5_pe	6_pe	7_pe	8_pe	geneCoordinate	geneSymbol	logFC	LimmaVoom.pvalue	BH.qvalue
ENSMUSG00000014543	0	0	1	0	0	0	0	0	chr6:129830954-129876872	Klra17	0.327535054447682	0.496381000460704	0.837548510620747
ENSMUSG00000066107	0	0	0	0	0	1	0	0	chr4:92190544-92191949	Gm12666	-0.308844935458569	0.496388683367433	0.837548510620747
ENSMUSG00000082110	0	0	0	3	2	2	0	1	chr11:78584961-78585755	Gm11196	0.50584990970885	0.496472664332069	0.837635502243644
ENSMUSG00000080896	1	0	0	1	2	1	1	1	chrX:38969617-38970190	Gm14567	0.305331314068506	0.496557418189402	0.837650183553419
ENSMUSG00000063816	0	3	2	1	2	0	2	0	chrX:46455687-46456494	Gm4987	-0.430380229155869	0.496598021858413	0.837650183553419
ENSMUSG00000066553	4	3	2	2	5	0	2	3	chr12:24638469-24639210	Gm6969	-0.43514743483493	0.496603769636578	0.837650183553419
ENSMUSG00000104416	0	3	0	0	0	0	0	0	chr1:33889290-33891317	Gm37067	-0.423359590546697	0.49664009754237	0.837650183553419
ENSMUSG00000010796	3	0	0	0	0	1	0	1	chr6:18050764-18109261	Asz1	-0.457273542809392	0.496643487709519	0.837650183553419
ENSMUSG00000015085	231	300	281	340	317	224	287	240	chr2:25395674-25401521	Entpd2	-0.108509920212592	0.496685097088556	0.837665674251584
ENSMUSG00000096010	0	1	2	5	1	2	0	4	chr6:136801353-136804615	Hist4h4	-0.486555143994744	0.496765054539694	0.83774583321225
ENSMUSG00000015755	2830	2522	2595	2378	2879	2630	2613	2577	chr10:7905453-7956430	Tab2	0.0528590204031719	0.496839678658656	0.837787067316909
ENSMUSG00000038909	3235	3183	2901	3057	2986	3185	3447	3200	chr11:95274059-95310446	Kat7	0.0497358835806485	0.496854364727195	0.837787067316909
ENSMUSG00000068200	2	1	3	2	1	3	0	2	chrX:10660322-10661198	Gm5931	-0.357362908241447	0.496930072691135	0.837860037717191
ENSMUSG00000081042	0	0	0	1	0	0	0	0	chrX:8105094-8106313	Psmb7-ps2	0.331957868646955	0.496967401691498	0.83786829310828
ENSMUSG00000031937	293	231	260	341	243	301	257	243	chr9:15238845-15259593	Vstm5	-0.0997745458653385	0.49706758776131	0.837982515154377
ENSMUSG00000097372	3	1	4	2	2	5	7	2	chr10:128645684-128650011	Gm26876	0.373880938791885	0.497272038920618	0.838136816806686
ENSMUSG00000090050	31	25	45	31	36	37	26	17	chr12:102127606-102130106	Gm16339	-0.2196464844791	0.497278843251288	0.838136816806686
ENSMUSG00000024479	8542	7035	7118	9170	7927	7943	8384	8893	chr15:54571166-54603046	Mal2	0.0648985510745976	0.497283095319861	0.838136816806686
ENSMUSG00000002393	822	763	962	787	820	931	800	942	chr8:71373923-71382160	Nr2f6	0.0695314364691019	0.497288887822748	0.838136816806686
ENSMUSG00000082145	1	0	3	2	1	0	1	1	chr11:70357938-70358981	Gm12312	-0.362239813522848	0.497346352957667	0.83817898638583
ENSMUSG00000085284	0	0	0	0	0	1	0	0	chrX:71439514-71470051	Gm16189	-0.317065969400712	0.497466806607668	0.838294282929993
ENSMUSG00000052724	0	2	0	2	0	2	0	0	chr9:114779900-114782457	Gm9888	-0.38678150741873	0.497490237101659	0.838294282929993
ENSMUSG00000029571	10727	9908	10465	10006	10249	9626	10004	10075	chr6:13069559-13089469	Tmem106b	-0.0406135149850614	0.497512113721555	0.838294282929993
ENSMUSG00000104819	0	0	0	0	1	0	0	0	chr6:67564991-67566646	4930515G16Rik	0.34139561208573	0.497585475975118	0.838325343656906
ENSMUSG00000023051	351	347	356	309	383	307	379	374	chr15:102517992-102523876	Tarbp2	0.0778011150660001	0.497595448619455	0.838325343656906
ENSMUSG00000028975	1158	1196	1250	1371	1175	1156	1230	1222	chr4:148960335-149100076	Pex14	-0.0546227358042384	0.497680801769914	0.838414465792237
ENSMUSG00000074171	3	6	2	4	2	1	3	4	chr8:90907739-90908615	Gm6658	-0.324624178333345	0.497793939271291	0.838488797764274
ENSMUSG00000081809	0	2	1	0	0	4	1	0	chr16:3927406-3928371	Gm15539	0.415568760452686	0.497799554433733	0.838488797764274
ENSMUSG00000037364	3291	2816	2694	2602	2650	2734	2863	2669	chr5:137295504-137307874	Srrt	-0.0577818753290313	0.497854561297039	0.838488797764274
ENSMUSG00000039431	2016	2021	1965	2038	1913	2403	2042	2032	chr8:40550895-40634997	Mtmr7	0.0563255912467018	0.497882921300002	0.838488797764274
ENSMUSG00000042272	2106	2132	2313	1790	2094	2243	2187	2131	chr2:77180140-77280792	Sestd1	0.0591004967679531	0.497887209015405	0.838488797764274
ENSMUSG00000092563	0	0	0	0	0	0	1	0	chr1:39314699-39315653	Gm3617	0.311433677361811	0.49800776366084	0.838637153146089
ENSMUSG00000097722	0	2	0	0	2	0	0	0	chr2:152694533-152696892	Gm26841	0.430012669513179	0.498041391818024	0.838639115905804
ENSMUSG00000050550	4	4	15	1	8	6	4	5	chr4:18844002-18845879	Gm11868	0.408218633468568	0.49821655028439	0.838879382131717
ENSMUSG00000022474	5022	4775	5072	6078	4832	5061	5131	5043	chr15:81950908-81961130	Pmm1	-0.0559943336556081	0.498262259292289	0.83890166883192
ENSMUSG00000103912	0	0	1	0	0	0	1	0	chr3:15152865-15171642	Gm33819	-0.350702691516635	0.498330700980137	0.838962224119965
ENSMUSG00000098199	1	0	1	1	1	1	0	0	chr7:138914188-138915514	Gm9358	-0.319872327169711	0.498394019151233	0.838978901783984
ENSMUSG00000006586	982	785	789	610	753	877	823	879	chr4:13743236-13893849	Runx1t1	0.090866599743301	0.4984337334455	0.838978901783984
ENSMUSG00000049922	537	529	461	473	487	498	559	552	chr2:92452564-92460738	Slc35c1	0.0678761945207064	0.498450566577196	0.838978901783984
ENSMUSG00000006763	417	393	419	461	420	379	425	388	chr7:46685908-46710851	Saal1	-0.0676834796930402	0.49847051031518	0.838978901783984
ENSMUSG00000091698	0	0	0	0	0	0	0	1	chr14:43747666-43756148	Gm6526	-0.278598963877595	0.498645738724762	0.839219154020554
ENSMUSG00000082688	0	0	0	0	1	0	1	0	chr11:35792581-35793659	Gm12124	0.32892621794586	0.498803790851776	0.839280283617454
ENSMUSG00000093445	10	4	1	0	1	1	0	3	chr5:137628921-137641299	Lrch4	-0.496278967306723	0.498812878108216	0.839280283617454
ENSMUSG00000101210	0	1	2	2	2	1	0	0	chr6:86494449-86498004	Gm28720	-0.364380998518645	0.498824007672719	0.839280283617454
ENSMUSG00000106010	0	0	0	0	2	0	1	0	chr5:51875219-51879802	Gm42616	0.38744987025891	0.498831469911537	0.839280283617454
ENSMUSG00000086592	0	0	1	0	0	0	0	0	chr4:99662341-99713172	Gm12682	-0.31394131855467	0.498844497752807	0.839280283617454
ENSMUSG00000105336	0	0	0	0	0	2	0	1	chr3:58665270-58666766	AU022133	0.372694469848209	0.498897371304963	0.839314579987785
ENSMUSG00000102788	2	5	9	0	16	2	4	3	chr1:110957631-110961026	Gm38255	0.611042467991399	0.499050236918516	0.839517081497228
ENSMUSG00000081974	3	0	1	1	0	1	4	1	chr11:4561580-4564837	Gm11960	-0.418573617053256	0.499128745195955	0.839574774690066
ENSMUSG00000063672	1	3	4	0	0	2	2	0	chr8:23153069-23159148	Nkx6-3	-0.448658042871414	0.499149530249467	0.839574774690066
ENSMUSG00000053749	4	5	2	4	3	8	3	7	chr15:55099717-55113877	Gm9920	0.342928621242401	0.499307720359246	0.839786174984425
ENSMUSG00000037455	931	941	895	783	962	936	891	900	chr10:23796786-23828168	Slc18b1	0.0588721556171372	0.499390022005738	0.839869919178195
ENSMUSG00000033124	2847	2500	2639	2299	2464	2550	2830	2868	chr1:75180660-75192396	Atg9a	0.0598249342065442	0.499460854264032	0.839934364604674
ENSMUSG00000069662	5774	6345	5803	7371	6709	8430	6131	5706	chr10:37133175-37139120	Marcks	0.0841970681279995	0.499514503070188	0.839969906419008
ENSMUSG00000099433	0	0	0	0	0	0	0	1	chr1:19062657-19063335	Gm28344	0.341330691504372	0.49957057942509	0.839982725414173
ENSMUSG00000043004	13223	12650	11972	11841	12103	12352	13211	13625	chr14:19872359-19977827	Gng2	0.0456187779439984	0.499587155531035	0.839982725414173
ENSMUSG00000063875	0	3	4	3	3	2	1	4	chr15:76337416-76338565	Rps6-ps1	0.447461364076737	0.499629476197685	0.839999211772159
ENSMUSG00000073481	1196	1395	1327	1666	1071	1702	1268	1214	chr1:184812868-184846651	Marc2	-0.0988474490145851	0.49975334570659	0.840013638084064
ENSMUSG00000043157	10	13	21	34	23	16	25	21	chr14:61309553-61312136	Arl11	0.261605762786139	0.499766440990944	0.840013638084064
ENSMUSG00000086095	16	18	21	17	26	15	12	11	chr18:16816207-16822983	Gm15328	-0.235191854789047	0.499793628823378	0.840013638084064
ENSMUSG00000046886	16	35	47	25	28	36	20	16	chr18:52615715-52640030	Zfp474	-0.260297421524454	0.49987499277643	0.840013638084064
ENSMUSG00000027518	0	0	0	0	0	6	0	0	chr2:173522386-173528701	1700021F07Rik	0.498715626744822	0.499912488231289	0.840013638084064
ENSMUSG00000054537	0	1	0	0	0	0	0	0	chr5:86704986-86746015	Tmprss11e	-0.278430922029105	0.49994325703129	0.840013638084064
ENSMUSG00000059277	235	220	236	305	249	297	239	273	chr7:143021584-143053886	R74862	0.0941275752065862	0.499952109772963	0.840013638084064
ENSMUSG00000033712	3747	3332	3388	3198	3342	3529	3725	3538	chr14:70137977-70154011	Ccar2	0.0499589004667071	0.500028960494612	0.840013638084064
ENSMUSG00000083603	0	0	0	0	0	1	1	0	chrX:98544197-98545082	Gm14810	-0.350149703645525	0.500041090369931	0.840013638084064
ENSMUSG00000107819	0	0	0	0	0	0	1	0	chr6:86351651-86353184	Gm18862	0.347863239637051	0.500062267648733	0.840013638084064
ENSMUSG00000100850	0	0	0	0	1	0	1	0	chr1:90153428-90159662	4930434B07Rik	0.278244840064888	0.500069492150125	0.840013638084064
ENSMUSG00000026675	815	813	930	779	826	807	698	858	chr1:169949335-169969441	Hsd17b7	-0.0656218802768581	0.500074962896721	0.840013638084064
ENSMUSG00000030059	1766	1744	1973	1678	1703	1796	1664	1736	chr6:97152797-97179322	Tmf1	-0.0516688236413919	0.500153370391939	0.840013638084064
ENSMUSG00000087579	12	23	16	20	24	13	12	12	chr19:36613852-36705841	1500017E21Rik	-0.242241855213149	0.500172680025871	0.840013638084064
ENSMUSG00000101519	2	0	3	0	0	0	0	1	chr1:150549117-150549876	Ska2l-ps	-0.381542235607097	0.500176418697857	0.840013638084064
ENSMUSG00000021578	3072	2761	2992	2720	2822	2852	2716	2772	chr13:74350109-74365983	Ccdc127	-0.0471910209617776	0.50019156704733	0.840013638084064
ENSMUSG00000031497	41	38	69	39	47	35	50	29	chr8:10006267-10039272	Tnfsf13b	-0.193908413268161	0.500209514315186	0.840013638084064
ENSMUSG00000020447	6	8	6	9	15	7	3	4	chr11:6210813-6230343	Npc1l1	-0.341639356618745	0.50024249719828	0.840013638084064
ENSMUSG00000022893	795	1231	904	765	1066	783	1153	957	chr16:85793627-85803313	Adamts1	0.110690320080747	0.500255857471678	0.840013638084064
ENSMUSG00000032093	2	6	3	0	2	3	2	0	chr9:44998543-45009790	Cd3e	-0.554197322693136	0.500418423969363	0.840190428599929
ENSMUSG00000021681	2665	2684	2782	2614	2666	2566	2624	2573	chr13:95350483-95375552	Aggf1	-0.042946656597633	0.500426187383568	0.840190428599929
ENSMUSG00000040918	712	605	612	732	577	644	681	629	chr1:164248846-164265585	Slc19a2	-0.0685880699706061	0.500536484458749	0.840266242014969
ENSMUSG00000042759	13	34	36	44	26	22	20	30	chr7:126584742-126589312	Apobr	-0.256438922006639	0.500538618532835	0.840266242014969
ENSMUSG00000041991	0	0	1	0	0	0	0	0	chr3:93319549-93333770	Hrnr	-0.330145702141393	0.500568919432158	0.840266242014969
ENSMUSG00000026458	3699	3719	3841	3295	4119	3218	3934	3967	chr1:134296583-134333128	Ppfia4	0.0620666248388627	0.50064757412906	0.840343670330072
ENSMUSG00000032942	62	75	82	105	99	89	74	90	chr7:100472790-100486632	Ucp3	0.137296148021998	0.500726130866264	0.840420924168339
ENSMUSG00000053289	853	864	912	834	875	838	789	837	chr9:53098254-53248312	Ddx10	-0.0530945792783254	0.500808638151685	0.840504798155696
ENSMUSG00000039497	296	278	292	287	291	264	270	273	chr10:34151194-34207751	Dse	-0.0696004888224296	0.500877883653393	0.840524743474173
ENSMUSG00000030546	9	12	12	7	12	4	12	5	chr7:79720018-79733103	Plin1	-0.309964946511553	0.500923352413957	0.840524743474173
ENSMUSG00000048728	93	99	126	147	89	131	119	82	chr11:50872520-50887851	Zfp454	-0.146693593681228	0.500923405148205	0.840524743474173
ENSMUSG00000081400	11	8	5	13	7	13	13	10	chr2:83352957-83354149	Gm13680	0.285237332099647	0.500988956238908	0.840524743474173
ENSMUSG00000029001	3335	3599	3552	4139	3106	3765	3561	3585	chr4:148152600-148160682	Fbxo44	-0.0603130036695762	0.501011101780579	0.840524743474173
ENSMUSG00000097494	20	9	17	10	17	7	15	8	chr12:32919184-32953989	4933406C10Rik	-0.287816619487214	0.501015736036184	0.840524743474173
ENSMUSG00000025930	37	27	27	49	28	48	44	40	chr1:14753146-14756192	Msc	0.193310928645256	0.501066815798383	0.840554420299034
ENSMUSG00000022476	1301	1355	1372	1947	1431	1392	1354	1388	chr15:81914830-81926413	Polr3h	-0.0824187510731344	0.501098499149393	0.840554420299034
ENSMUSG00000103321	0	0	0	0	3	0	0	0	chr2:11383587-11385107	4933403L11Rik	0.427956048217912	0.501174509864807	0.84062641382763
ENSMUSG00000040720	2184	2079	2003	1868	1957	1983	1960	1950	chr4:11485758-11550884	1110037F02Rik	-0.0489930729716963	0.501318215351709	0.84062641382763
ENSMUSG00000046841	1061	1151	979	985	903	1076	1035	989	chr10:84526105-84534236	Ckap4	-0.0611510729293042	0.501327981951581	0.84062641382763
ENSMUSG00000078864	68	79	115	109	96	106	76	54	chr2:177759088-177770672	Gm14322	-0.173947386369154	0.501362800995563	0.84062641382763
ENSMUSG00000023026	2391	2407	2450	1688	2536	2404	2310	2122	chr15:100038464-100219673	Dip2b	0.0822820063919115	0.501379908170329	0.84062641382763
ENSMUSG00000036223	4	0	4	1	0	4	0	1	chr18:74195099-74208018	Ska1	-0.498206178483023	0.501398818433895	0.84062641382763
ENSMUSG00000034707	3752	4527	3737	3792	3539	3920	3929	3789	chr10:121364890-121397445	Gns	-0.0552476422498066	0.501423351704204	0.84062641382763
ENSMUSG00000036553	67	71	74	59	75	71	59	43	chr5:35696980-35740187	Sh3tc1	-0.150754005907824	0.50142533022356	0.84062641382763
ENSMUSG00000094920	1	0	2	0	0	0	1	2	chr7:38446421-38450624	Gm6605	0.390844742860586	0.501460968059871	0.84062641382763
ENSMUSG00000075270	634	237	401	392	294	413	509	670	chr2:75988941-76338974	Pde11a	0.201667820033242	0.50150537146969	0.84062641382763
ENSMUSG00000029859	1	21	10	4	11	13	11	2	chr6:42358287-42373468	Epha1	0.588389691200976	0.50151052689161	0.84062641382763
ENSMUSG00000084299	0	2	0	0	0	0	0	0	chr16:23179356-23180209	Gm6630	-0.371274534087507	0.501531892712134	0.84062641382763
ENSMUSG00000002104	6	9	8	8	11	15	5	11	chr2:91035420-91045929	Rapsn	0.296179230775463	0.501575730240697	0.840645349360203
ENSMUSG00000004934	675	707	719	716	709	700	772	744	chr10:81153066-81168123	Pias4	0.0543993078548251	0.50164512739633	0.840665777999439
ENSMUSG00000031576	63	68	74	105	109	91	76	67	chr8:25849423-25938133	Kcnu1	0.153854686908321	0.501675794720534	0.840665777999439
ENSMUSG00000027676	349	395	395	281	371	380	291	279	chr3:33812162-33844510	Ccdc39	-0.103689820483198	0.50172828877708	0.840665777999439
ENSMUSG00000107688	0	2	0	0	3	0	0	0	chr6:86976329-86977377	Gm44091	-0.467269531456599	0.50175436718012	0.840665777999439
ENSMUSG00000091534	0	3	0	7	7	1	4	3	chr12:79163208-79164035	Gm17195	0.51672337270817	0.501783363185439	0.840665777999439
ENSMUSG00000030345	3	1	5	2	5	2	4	3	chr6:126875820-126922039	Dyrk4	0.361388429566558	0.501892542898964	0.840665777999439
ENSMUSG00000082760	0	5	0	0	0	0	1	0	chr5:121471363-121472588	Gm15546	-0.470305458219912	0.501928855739851	0.840665777999439
ENSMUSG00000099192	0	1	0	0	0	0	0	0	chr9:21677713-21678296	Gm27373	-0.2749029490189	0.501935822876865	0.840665777999439
ENSMUSG00000105377	0	1	1	6	3	0	2	3	chr5:96936613-96937532	Gm43148	0.472487508971982	0.501936173590244	0.840665777999439
ENSMUSG00000046909	225	232	194	261	169	226	210	248	chr11:80136478-80142375	Tefm	-0.10479230043732	0.50194168617349	0.840665777999439
ENSMUSG00000018398	11481	11651	11797	11438	11403	12683	11965	11661	chr11:53519057-53549765	Sept8	0.0401761195061066	0.501945870776548	0.840665777999439
ENSMUSG00000062365	0	1	0	1	0	0	0	0	chr6:127233562-127234819	Gm4968	-0.308660067638213	0.502010561137149	0.840719618593097
ENSMUSG00000020219	1940	1952	2006	2641	1825	2063	2064	2110	chr10:80899250-80901169	Timm13	-0.0729361660693892	0.502052444917109	0.840735260386894
ENSMUSG00000050394	188	156	173	153	152	173	156	145	chrX:134748261-134751617	Armcx6	-0.0928456235430891	0.502132299628292	0.840811515305913
ENSMUSG00000023965	2482	2492	2506	2460	2496	2494	2596	2660	chr17:63057252-63500217	Fbxl17	0.0431098491288604	0.502168264259555	0.840811515305913
ENSMUSG00000021843	3446	3880	3875	3143	3777	3450	3381	3115	chr14:47648248-47736764	Ktn1	-0.0616623991881183	0.502195621319588	0.840811515305913
ENSMUSG00000031389	53	55	79	45	75	60	71	51	chrX:73891242-73922070	Arhgap4	0.157099775973684	0.502266690082425	0.84083141691881
ENSMUSG00000108532	4	5	0	0	3	1	5	2	chr7:94042491-94709371	RP23-231J2.1	0.547022422613968	0.502289555671207	0.84083141691881
ENSMUSG00000102084	0	0	0	1	0	2	0	1	chr7:12959099-12962087	Gm29638	0.404677528880006	0.502305150472555	0.84083141691881
ENSMUSG00000025102	244	213	241	264	215	282	269	261	chr7:81781982-81789678	3110040N11Rik	0.0887026011203415	0.502351982300813	0.840855326600959
ENSMUSG00000032565	456	463	490	537	466	493	452	448	chr9:105128703-105132005	Nudt16	-0.0647973774480008	0.502510349074095	0.840885019394015
ENSMUSG00000025759	877	767	749	889	863	777	774	721	chr3:40817903-40847086	Mfsd8	-0.0649112690633962	0.502523165816639	0.840885019394015
ENSMUSG00000043999	442	333	318	326	396	323	412	374	chr11:30885158-30893929	Gpr75	0.0915296735420515	0.502542181496002	0.840885019394015
ENSMUSG00000047473	586	582	575	489	572	568	604	583	chr7:29783798-29794902	Zfp30	0.0629778198780364	0.502572674612046	0.840885019394015
ENSMUSG00000101972	0	0	0	0	0	2	0	0	chr13:21782760-21783570	Hist1h3i	0.349947870645079	0.502593844021934	0.840885019394015
ENSMUSG00000030083	713	811	777	812	925	812	788	738	chr6:88835714-88842184	Abtb1	0.0641884463700384	0.502612342938587	0.840885019394015
ENSMUSG00000006219	44	41	36	28	40	35	32	24	chr4:141575862-141606296	Fblim1	-0.176220214009115	0.502643224251677	0.840885019394015
ENSMUSG00000103034	28	14	21	26	8	20	30	18	chr3:5750606-5751495	Gm8797	-0.280737805882591	0.50273725436482	0.840885019394015
ENSMUSG00000028148	0	0	0	6	0	0	1	1	chr3:94341899-94347552	Them5	-0.530672585798161	0.50274644919425	0.840885019394015
ENSMUSG00000108509	0	0	2	0	0	0	0	0	chr7:44362364-44363488	RP23-312I2.8	-0.382551985886785	0.502778799719781	0.840885019394015
ENSMUSG00000031245	809	755	950	768	780	777	795	777	chrX:109004334-109013604	Hmgn5	-0.0625468991715001	0.502783902315655	0.840885019394015
ENSMUSG00000081732	0	1	1	0	0	0	1	0	chr7:25441952-25443663	Gm15495	-0.321020361562641	0.502839143231113	0.840885019394015
ENSMUSG00000104010	4	5	2	3	8	3	3	0	chr1:195042183-195044879	Gm37366	-0.488303214455595	0.502839503816308	0.840885019394015
ENSMUSG00000036932	803	1130	974	800	916	822	945	787	chrX:48474744-48513763	Aifm1	-0.0837782919466762	0.502900781813215	0.840885019394015
ENSMUSG00000051413	295	278	333	253	322	281	340	284	chr2:153227559-153241626	Plagl2	0.0848977542252242	0.502927339927357	0.840885019394015
ENSMUSG00000094249	5	19	3	2	0	10	5	5	chr10:96408650-96409238	Gm20091	-0.590293334421814	0.502933306149795	0.840885019394015
ENSMUSG00000007209	2	0	0	2	4	1	0	4	chr7:16721729-16726332	Ceacam9	0.520684565092432	0.502949895338895	0.840885019394015
ENSMUSG00000093942	1	0	0	0	0	0	0	0	chr7:140609968-140611324	Olfr46	-0.300591996092745	0.502963864578694	0.840885019394015
ENSMUSG00000040543	1698	2041	1996	1897	2198	3005	1709	1604	chr11:72047328-72135978	Pitpnm3	0.116355550089363	0.503019237059815	0.840885019394015
ENSMUSG00000052187	0	0	0	0	0	0	0	1	chr7:103851545-103853440	Hbb-y	0.332799198348983	0.503020712615743	0.840885019394015
ENSMUSG00000002799	975	818	700	686	864	798	831	830	chr12:112908390-112929695	Jag2	0.0777593178980257	0.503094945798657	0.840912772680209
ENSMUSG00000024937	611	542	525	607	530	853	603	515	chr19:5707176-5726517	Ehbp1l1	0.104197480021959	0.503107295169006	0.840912772680209
ENSMUSG00000029918	1030	1135	1073	1444	1032	1134	1071	1175	chr6:39801604-39811188	Mrps33	-0.075072882770699	0.503152836666785	0.840912772680209
ENSMUSG00000034402	214	198	241	182	264	213	213	203	chr12:74897017-75177532	Kcnh5	0.0951365224144811	0.503171097956076	0.840912772680209
ENSMUSG00000103771	0	0	0	0	1	0	0	0	chr1:155864760-155865465	Gm36934	0.32635279073408	0.503200067851024	0.840912772680209
ENSMUSG00000097497	3	1	2	0	0	2	2	1	chrX:19224589-19238056	Gm26652	-0.379220494608301	0.503357597966855	0.841121616162725
ENSMUSG00000062683	1429	1630	1671	2105	1446	1615	1708	1655	chr15:102662664-102672552	Atp5g2	-0.0777600427124341	0.503455183135819	0.841230269784021
ENSMUSG00000042156	1940	1971	1897	1838	2450	1923	1865	1824	chr14:118875320-118925514	Dzip1	0.0663015947713892	0.503511779171355	0.841270424467261
ENSMUSG00000097279	1	0	1	4	4	4	1	0	chr5:8773377-8798723	Gm5106	0.474398193544718	0.503547525906493	0.841275741076656
ENSMUSG00000035352	9	9	2	10	14	6	8	7	chr11:82101645-82103600	Ccl12	0.357270685155351	0.503634831961449	0.841318319324986
ENSMUSG00000073388	3	3	13	6	14	2	11	9	chr17:46889016-46890605	A330017A19Rik	0.448196563002345	0.503638143855419	0.841318319324986
ENSMUSG00000105966	2	0	4	0	7	2	0	2	chr3:102368962-102371137	Gm43242	0.475458122962233	0.503742001465176	0.841437402421528
ENSMUSG00000037341	768	707	847	561	721	746	715	851	chrX:20105555-20292007	Slc9a7	0.0858965384673481	0.503844357401825	0.84150243316031
ENSMUSG00000026303	80	56	127	114	110	61	78	72	chr1:90914885-90951342	Mlph	-0.192938509286862	0.503866914145244	0.84150243316031
ENSMUSG00000085655	11	6	8	17	16	10	13	10	chr3:35932845-35991040	Gm15952	0.2697907436638	0.503878653656299	0.84150243316031
ENSMUSG00000026740	1166	1006	1085	904	1016	912	1041	997	chr2:18195454-18393030	Dnajc1	-0.0648344621166156	0.503913235402725	0.841505786903297
ENSMUSG00000041079	387	356	369	459	351	365	394	375	chr16:87433207-87440773	Rwdd2b	-0.0753928028380138	0.503962127376934	0.841533035915953
ENSMUSG00000094686	0	0	0	0	0	2	0	0	chr4:42772660-42774193	Ccl21a	0.328128479281061	0.504050788980388	0.841626685788479
ENSMUSG00000046058	1267	1215	1223	1450	1120	1322	1221	1277	chr7:28267681-28269472	Eid2	-0.0601929436321882	0.504168517108447	0.84175545838204
ENSMUSG00000087384	0	0	0	0	2	0	0	0	chr16:10669048-10683739	Gm15558	0.360373848701708	0.504223129465719	0.84175545838204
ENSMUSG00000070282	92	76	97	98	131	74	108	95	chr9:109827743-109832906	3000002C10Rik	0.139931018345632	0.50422783178801	0.84175545838204
ENSMUSG00000105895	406	253	301	266	329	324	317	321	chr5:122408290-122411274	Gm42829	0.0997609186531209	0.504290919524614	0.84175545838204
ENSMUSG00000028420	539	524	517	515	529	461	542	479	chr4:53825845-53862219	Tmem38b	-0.0624088224125904	0.504291211925493	0.84175545838204
ENSMUSG00000002346	1295	1076	1171	922	1195	1085	1177	1200	chr8:70184140-70212505	Slc25a42	0.0713223375708024	0.504323410421817	0.84175545838204
ENSMUSG00000035805	7742	8534	9378	12269	10116	8367	8432	8352	chr15:88955684-88979207	Mlc1	-0.0877104023981701	0.504359962221547	0.841757212918655
ENSMUSG00000028700	2067	2930	2513	2531	2305	2631	2354	2214	chr4:116123640-116160049	Pomgnt1	-0.0716749487335391	0.504389628241108	0.841757212918655
ENSMUSG00000097637	25	16	12	15	24	23	14	19	chr8:123234891-123242559	4933417D19Rik	0.217603979309247	0.504534517235515	0.841834671609467
ENSMUSG00000072978	5	0	1	0	5	0	1	1	chr1:78967437-78968279	Gm5830	0.507864233336594	0.504560276359659	0.841834671609467
ENSMUSG00000097464	1	2	0	0	0	1	0	0	chr6:4946368-4948003	Gm26736	-0.295656483797433	0.504598382033966	0.841834671609467
ENSMUSG00000098692	0	0	0	0	1	1	0	0	chr13:67345046-67375933	Gm28041	0.35506380325182	0.504619369834542	0.841834671609467
ENSMUSG00000080772	1	0	0	3	1	1	0	3	chr4:59833477-59834419	Gm12543	0.424312726863851	0.504636624492205	0.841834671609467
ENSMUSG00000073374	63	64	66	42	51	48	65	45	chr17:69417202-69421832	C030034I22Rik	-0.155456270576636	0.50464983425961	0.841834671609467
ENSMUSG00000055639	256	236	472	235	323	235	236	246	chr14:97786653-98169965	Dach1	-0.150733965109794	0.504664146443285	0.841834671609467
ENSMUSG00000051483	2005	1970	1990	2609	1753	2286	1991	2082	chr16:93607637-93610705	Cbr1	-0.0763273833083436	0.504812750977553	0.842028190131334
ENSMUSG00000020538	1806	2677	2515	2393	2570	1997	2232	1993	chr11:60198889-60222781	Srebf1	-0.0871703889297735	0.504919807398018	0.842110936288634
ENSMUSG00000107226	0	0	6	0	0	0	0	0	chr5:81249049-81252890	Gm43594	-0.489272715332463	0.504927552957766	0.842110936288634
ENSMUSG00000044339	49	70	49	38	45	59	33	45	chr5:114123726-114128418	Alkbh2	-0.1757861544974	0.505025936467046	0.842119553482654
ENSMUSG00000043013	16	8	6	6	21	3	13	12	chr9:74861721-74891981	Onecut1	0.3913393863275	0.505052838433431	0.842119553482654
ENSMUSG00000060679	1086	1036	1101	1168	1117	1076	1026	1016	chr1:42851033-42905883	Mrps9	-0.0519863868999932	0.505074709388142	0.842119553482654
ENSMUSG00000099891	2	4	3	6	9	14	2	2	chr5:24209127-24209924	Gm5575	0.429592360841208	0.505110807777373	0.842119553482654
ENSMUSG00000036185	2	9	3	5	3	6	3	2	chr17:35025759-35028216	Sapcd1	-0.381713141391634	0.505121421386051	0.842119553482654
ENSMUSG00000024687	2857	2752	2749	2396	2475	2656	2628	2605	chr19:11965644-11994305	Osbp	-0.0508733904946499	0.505128303815406	0.842119553482654
ENSMUSG00000107909	7	7	1	5	5	5	7	7	chr6:148831252-148833312	Gm44143	0.361521583738374	0.505189794557028	0.842167719725513
ENSMUSG00000025932	712	647	661	690	798	623	721	701	chr1:14168754-14310435	Eya1	0.064662969927866	0.505239888315588	0.842196881839263
ENSMUSG00000109551	2	0	3	0	0	0	0	0	chr8:9458892-9461418	RP23-121F17.4	-0.426645605323414	0.50539645164055	0.842362399926111
